"","Gene.symbol","logFC"
"5755","PIGF",1.13596003
"5756","",-1.84623778
"5762","ENG",-1.45735146
"5764","GCNT2",1.85761247
"5766","CYP3A7-CYP3A51P",1.15783216
"5770","SCAF4",-1.08954449
"5771","ARSD",1.11258995
"5775","MAN1A1",-1.40338568
"5776","LINC01003",1.18754017
"5777","ZFAND2A",1.30785252
"5778","PLA2G12A",1.03824995
"5780","",-1.56668728
"5781","METTL8",-1.04310347
"5782","",-1.85619335
"5783","GALNT12",1.64873624
"5793","AGPAT5",1.02575441
"5796","CTNNA1",-1.27394376
"5799","TXNDC16",1.07713162
"5800","TNFRSF10B",-1.17127315
"5803","RHOBTB3",-1.47236234
"5806","CERS6",1.21993003
"5807","FAM174B",1.17215423
"5814","",-1.08841812
"5820","LCOR",1.51115395
"5821","C6orf141",2.25205197
"5822","DGKA",-1.45434964
"5829","HHLA3",-1.08437947
"5831","MLLT3",1.47349378
"5833","PSMA3-AS1",1.02186457
"5834","KBTBD7",1.2098098
"5837","MGLL",1.24637688
"5840","CYP2C18",3.63925092
"5842","LOC100190986",-1.21635791
"5843","ZBED6",1.05675689
"5845","CPSF6",1.24980118
"5846","",1.91179235
"5847","CARMN",-2.24986375
"5849","GCA",1.16595855
"5850","RAB27B",2.44628804
"5851","SLC50A1",1.03612331
"5855","SIRPA",-1.03571821
"5860","ABHD3",1.44856116
"5863","LOC105372526",1.29685511
"5868","ITGA4",-1.38280914
"5869","BEX5",1.93681049
"5871","CLK4",1.13833109
"5873","",1.01065127
"5878","PPP1R12B",-1.32143298
"5879","TOM1L1",1.82877238
"5883","FSCN1",-1.70587432
"5888","",1.09142006
"5889","SULT1C2",3.77549212
"5893","GATAD1",1.07181796
"5896","ATP7B",2.03422631
"5897","ATP8B1",1.32327185
"5905","GSTM1",-1.22841944
"5906","MAP1LC3A",-1.00295131
"5909","PDLIM3",-2.30150292
"5910","BNC2",-2.48543322
"5913","CREM",-1.13133401
"5915","AMMECR1",-1.017468
"5917","BTD",1.0651095
"5922","FMNL3",-1.05582077
"5924","EPS8L2",1.44520115
"5927","SESTD1",-1.3980022
"5932","C6orf58",3.19799636
"5937","TM6SF2",2.2791817
"5939","CCND1",1.38517247
"5940","CALD1",-1.67628307
"5941","EGLN3",1.29034904
"5944","C7orf31",1.08449815
"5945","LIPG",-2.01574668
"5946","NRDC",1.27874025
"5948","SEPSECS",1.27567663
"5951","ANGPTL2",-1.91898165
"5954","FIBIN",-1.49200333
"5956","B3GALT5",1.32113641
"5958","DPCR1",5.10049136
"5959","",-1.59006382
"5961","PTPRH",1.85367812
"5964","SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A4///SULT1A3",1.34094142
"5965","",1.09108476
"5966","TPD52",1.86325859
"5970","RALGPS2",1.22288324
"5978","",1.35066557
"5983","CEP57",1.12292591
"5986","ZNF718",1.1698202
"5991","PCGF5",1.02642416
"5992","PRSS16",1.99919076
"5993","C1QB",-1.53827765
"5996","ENO1",-1.19341472
"6000","SNX10",-1.89028238
"6004","HYAL1",2.02409579
"6006","SLITRK6",1.74318532
"6012","XYLT2",-1.48518864
"6014","NXN",-1.6432564
"6015","TJP3",1.87635305
"6017","MUM1L1",1.34255231
"6024","SULT1B1",2.12849222
"6025","NQO1",2.42659686
"6031","GUCY1A3",-2.40493453
"6033","",-1.0605637
"6042","THAP5",1.15643783
"6048","CPEB2",1.09127166
"6049","EYA2",1.73836706
"6054","",1.2886524
"6056","GPR161",-1.54330481
"6061","",-1.47385784
"6070","ATM",-1.1666611
"6074","MIER3",1.06281366
"6081","SMPD3",1.25415246
"6082","ZNF268",1.14771787
"6084","INO80D",-1.28737945
"6085","MRAP2",2.36608788
"6086","ATF3",-1.15575201
"6090","FOSL2",1.04797067
"6091","PSMA3-AS1",1.21667359
"6093","CCR1",-1.40314581
"6094","CTSB",-1.1793211
"6098","CSGALNACT1",-1.67306352
"6102","FMO2",-2.3509002
"6103","TNFRSF10B",-1.15097229
"6106","HOMER1",-1.20279323
"6107","",-1.17064164
"6108","",-1.33527725
"6112","FUT9",4.47842612
"6113","LEPROT///LEPR",-1.69753282
"6118","SLA",-1.32102887
"6119","HSPB6",-3.28738156
"6121","ABCC3",1.64242678
"6124","PPIF",1.06916279
"6130","NRP2",-1.01243594
"6133","CCL21",-2.33059292
"6134","CMBL",2.57645016
"6135","THAP9-AS1",1.13181645
"6137","RHBDF2",-1.08083028
"6138","GNA14",-1.61903984
"6144","AK7",1.00323546
"6154","LTBP4",-1.16216768
"6156","SMIM5",1.26731402
"6158","PTGDS",-2.36367655
"6160","HSD3B7",-1.01562474
"6162","CCDC80",-2.38436442
"6165","TRIM2",1.53289807
"6166","TTC14",1.03402722
"6169","CALD1",-1.78253142
"6171","LOC100652777///PLA2G10",2.83093507
"6173","COL1A1",-2.61725409
"6175","EPB41L2",-1.06344346
"6178","LST1",-1.0202952
"6180","ZNF816-ZNF321P///ZNF321P",1.17479799
"6183","",-1.09906874
"6192","TNFAIP3",-1.20966969
"6196","NUDT16P1",1.33184918
"6197","LOC101928195///LOC100996643///MTHFD1L",-1.3087247
"6208","EPS8L1",1.32217373
"6210","ID2B///ID2",1.59637393
"6214","PLXND1",-1.11827363
"6216","ANKRD36",1.09769554
"6229","TMEM37",1.76407629
"6233","ING1",1.01473178
"6234","CD44",-1.12559768
"6238","",-1.2678129
"6239","",1.13540103
"6244","EMP2",1.05601997
"6245","PPARG",1.737178
"6246","FGFR1",-1.60046897
"6247","LST1",-1.07443127
"6251","FRMD3",1.6158632
"6253","",1.54804433
"6257","ALG13",1.10944192
"6260","",1.20251028
"6261","ZNF468",1.43025804
"6262","ABHD2",1.68114686
"6270","PCDHGA3",-1.01292462
"6275","OPTN",1.00056253
"6276","LOC727820",-1.20213205
"6279","PCDHGA3///PCDHGA5///PCDHGA6///PCDHGA10///PCDHGA11///PCDHGA12///PCDHGC3",-1.06466966
"6281","SLA",-1.34400857
"6289","TMEM9B",1.09499501
"6290","IGH",2.75561525
"6295","",-1.04017769
"6296","",-1.15205271
"6297","SARS",1.31883775
"6298","CDS1",2.4453272
"6303","SYT4",1.49231636
"6304","",1.05914422
"6306","PLCL2",1.36160015
"6308","",-1.07196845
"6309","DBN1",-1.42978886
"6314","AKR7A3",1.90088729
"6322","ISG20",1.63796161
"6329","LINC01279",-3.27289534
"6330","RNF170",1.00384875
"6331","FLJ23867///QSOX1",1.13510072
"6339","MOB3B",1.29660155
"6345","ARL6IP6",1.09261356
"6349","SLC25A25-AS1",1.52906027
"6351","PDLIM4",-1.28370656
"6352","AKR7A3",2.09449471
"6355","BAG2",-2.33547544
"6357","NGEF",1.60685338
"6358","EIF4E3",-1.12221921
"6361","GLIPR1",-1.42947956
"6363","CCDC117",1.03444106
"6371","NOTCH1",-1.24176683
"6374","ANKRD36BP2",2.56558687
"6376","ADTRP",3.62840659
"6377","MIR1204///PVT1",-1.38466635
"6378","",-1.01616242
"6379","SNED1",-1.19223583
"6380","STX3",1.2899021
"6383","SLC12A2",1.6206202
"6384","GCNT1",2.11272786
"6393","TSPAN4",-1.30815039
"6398","S100A9",-2.32940424
"6400","CYP2B7P",1.00036734
"6401","LPCAT3",1.07039357
"6402","TMED7-TICAM2///TMED7",1.06074537
"6406","OSMR",-1.43845665
"6408","C20orf196",1.05384293
"6414","CLCN3",1.28608525
"6423","ZNF682",1.22665146
"6426","FMO5",2.56396329
"6429","FN1",-1.89930499
"6431","LEPROT///LEPR",-1.83069489
"6433","PLAU",-1.72141772
"6437","RAP1GAP2",1.33240356
"6440","CRIPT",1.04980576
"6444","RHOJ",-1.08122742
"6457","HOMER2",1.61579677
"6459","CLEC11A",-1.10222139
"6460","RPH3AL",1.1337982
"6461","LINC00675",2.67197101
"6463","GSTM2",-1.15543943
"6472","COL3A1",-1.49212084
"6473","SLCO3A1",-1.02544379
"6483","DLC1",-1.69805637
"6486","TPR",-1.10873875
"6491","C1orf54",-1.30880605
"6492","SLC44A2",1.0272821
"6493","CENPV",1.90030357
"6497","CLEC7A",-1.88984761
"6500","GCLM",1.3759014
"6501","ESCO2",1.12249688
"6509","DGKA",-1.1575941
"6511","UCHL1",-2.03207301
"6517","EML4",-1.01236645
"6524","CXCL2",-2.64333697
"6525","FRMD3",1.19922519
"6531","INS-IGF2///IGF2",-3.08626299
"6541","RAC2",-1.49808995
"6542","UBLCP1",1.19732756
"6545","BAZ1A",1.03891426
"6546","",1.33396144
"6549","SELENBP1",1.79857216
"6551","FBN1",-1.93598631
"6552","CLMN",1.24547446
"6553","ZMYM2",-1.2233281
"6556","",-1.47625428
"6557","KITLG",-1.14743558
"6560","CYP4F3",2.51092937
"6565","HSBP1L1",1.03752443
"6569","PDLIM7",-1.63817238
"6573","SH3BP5",-1.25198461
"6574","FOS",-1.79203708
"6575","IMPA2",1.36413656
"6577","COL5A3",-1.25083479
"6580","RAPH1",1.02093508
"6586","PSMB4",-1.17680914
"6587","COL1A2",-2.14257404
"6588","ADAM28",2.31738861
"6592","LINC00520",1.34338392
"6593","AP1S2",-1.63902796
"6594","ABCC3",1.78060038
"6605","ZDHHC23",1.54487251
"6610","TRIQK",1.02140968
"6611","EPB41L4B",2.53047656
"6617","ARSD",1.10471233
"6619","RARRES1",-2.73424466
"6621","RAB29",-1.0843291
"6622","HIST1H2AC",1.58823515
"6624","CALCRL",-1.4840873
"6629","HGD",1.67298413
"6638","SYK",1.04112687
"6642","",-1.00593679
"6643","NPTN-IT1",1.38417907
"6645","PM20D2",1.14077548
"6646","CPVL",-1.59586712
"6651","DPCR1",4.71724694
"6654","",1.19999501
"6655","GALNT5",2.43014625
"6657","EPS8L1",1.36757888
"6659","CDS1",2.31872766
"6662","CXADR",2.59116539
"6664","MARCH1",-1.18007962
"6665","ATP2A3",1.83097192
"6667","COL5A3",-1.1583422
"6669","GABPB1-AS1",-1.05827393
"6673","TUBB2A",1.4322414
"6674","TPH1",2.47747186
"6677","PDE3A",-2.25465667
"6679","CLIP3",-1.52095113
"6681","ZNF599",1.0089346
"6683","EPHB2",-1.62368595
"6684","UBE2J1",1.03848135
"6689","SPIRE2",1.08982509
"6691","GPR39",1.96063653
"6692","FCN1",-1.28283664
"6695","SEC24D",1.03844984
"6697","ZDHHC13",1.2706378
"6701","ZBTB20",1.2610123
"6702","CD84",-1.2105089
"6703","ADGRF1",1.24401009
"6713","",1.49580487
"6715","",-1.22001265
"6718","NCS1",-1.19209854
"6720","TNFSF8",-1.37205164
"6721","",1.00242615
"6726","",1.05130118
"6727","GATA5",2.48045129
"6730","MPZL2",1.71664245
"6732","PRRC2C",1.09484749
"6736","CAPN5",1.36147751
"6739","AVL9",1.05953482
"6742","PM20D2",1.16969905
"6743","TTYH2",-1.21911216
"6745","THBS1",-1.53669868
"6747","PEX13",1.13898731
"6748","SYNE2",1.08574769
"6749","BNC2",-2.18004643
"6750","CLIC3",1.80171449
"6755","FGFR1",-1.76903072
"6758","",1.20688164
"6760","",1.04948055
"6764","OCIAD2",1.30599174
"6765","ITGB1",-1.14362353
"6771","COX5A",1.00939843
"6780","MSR1",-1.64488646
"6783","LINC00526",1.02000857
"6786","RFK",1.06353178
"6787","PLA2G7",-2.10688345
"6789","LCP2",-1.21369428
"6792","CMTM3",-1.04500614
"6793","PLEKHF1",-1.0787881
"6794","RAB40B",1.37868513
"6797","MPC2",1.20995811
"6800","BTBD3",1.15298087
"6801","ABCG1",1.24959526
"6802","HLA-DPA1",-1.39201981
"6803","LIF",-1.43546815
"6806","SFRP4",-3.26027018
"6808","CCL28",2.51400952
"6813","LPP",-1.44043806
"6816","ISG20",1.73221076
"6817","PHAX",1.11017805
"6820","DHRS9",2.44299295
"6823","DENND5A",-1.3831898
"6824","IL15",1.18098852
"6833","SNCA",-1.14934152
"6835","PLPP5",1.06042048
"6836","TIMP3",-1.46378622
"6838","",-1.02209167
"6843","SYNPO2",-3.44089712
"6844","",1.12773312
"6847","CALHM2",-1.07923876
"6850","",1.27070833
"6854","SLC26A9",2.90257995
"6856","SCRG1",-3.50883429
"6859","MS4A8",2.29722494
"6864","LEF1",-1.57857538
"6871","SEC16B",1.3601858
"6872","CYP3A4",2.03863729
"6876","HES1",1.10046607
"6877","LYPD6",1.63559754
"6882","THRIL///BRI3BP",1.51724271
"6888","NT5DC1",1.07596128
"6889","ROBO4",-1.4125568
"6890","KCNJ16",3.3770511
"6891","RASSF6",2.52022727
"6892","FAM221A",1.57024033
"6909","FBXO32",-2.00798019
"6917","DSC2",1.96466326
"6918","KIF21A",1.36508521
"6920","",1.09743551
"6921","BCL2L14",2.07419347
"6922","LOC100130872///SPON2",-1.43335351
"6925","MS4A6A",-1.09878211
"6931","LINC00342",1.76440939
"6932","DNAJB9",1.14588962
"6933","TGFB3",-1.33312396
"6945","DEPTOR",1.52561705
"6948","ATP8A1",1.6500462
"6955","ANGPTL2",-1.77741842
"6956","SFT2D3///WDR33",1.03695171
"6958","KRCC1",1.00932988
"6959","NEK4",1.04299405
"6962","AMMECR1",1.19021983
"6965","CLMN",1.10255245
"6967","",1.35221572
"6972","PIK3C2G",2.61306946
"6983","DLG1",1.16418928
"6986","TP53",-1.2659448
"6993","COL8A2",-1.71270568
"6997","TSC22D1",1.16477761
"6999","CD83",-1.20208477
"7003","TRIM2",1.39878558
"7006","SMIM15",1.01054168
"7010","PLXDC2",-1.77767735
"7016","SDR16C5",3.1882409
"7019","",-1.05913607
"7022","COG3",-1.22834202
"7024","RBM47",1.77251425
"7028","PDGFRL",-2.20910908
"7029","ACVR2A",1.17599692
"7030","FRG1KP///LOC101930531///LOC101930278///FRG1CP///LOC100134091///FRG1BP///FRG1",1.18520742
"7031","HHLA2",1.40570814
"7036","FAM110C",2.56787316
"7039","FKBP1A-SDCBP2///SDCBP2",2.16098343
"7041","ALDH6A1",1.27299929
"7043","UNC5B",1.07484479
"7045","SMPDL3B",1.50822021
"7050","FGD6",-1.3703334
"7052","IGF2BP2",1.73144935
"7056","KLHL23",-1.28586382
"7057","TXNL4A",1.06481632
"7060","SRD5A3",1.28506278
"7061","VWA1",-1.20201627
"7065","GPX8",-1.62693304
"7068","RIOK3",1.09191983
"7073","ACPP",1.14557396
"7078","LPCAT4",1.32051095
"7081","AKR1C3",2.48929788
"7083","CYP1B1",-2.45348573
"7087","DCLRE1C",1.25406013
"7088","OGFRL1",-1.03915846
"7092","CAMTA1",1.37064115
"7093","TMTC1",-2.11258823
"7102","CYP1B1",-3.02399666
"7108","LAMC1",-1.2426013
"7113","",-1.00942797
"7117","LOX",-1.66810515
"7123","TEAD2",-1.05328018
"7126","TRAF3IP3",1.07514576
"7127","TSPAN3",1.20336107
"7128","FBXL13",1.87407053
"7162","FEZ1",-1.70926226
"7170","SLC35D1",1.05553812
"7173","TSPAN3",1.04280961
"7174","HTATIP2",1.28670123
"7175","",-1.20518042
"7177","HAVCR2",-1.31785887
"7179","LTBP2",-1.35902354
"7180","",1.27351082
"7181","",1.36673415
"7188","FAM3C",1.05602296
"7193","SUZ12",-1.08694642
"7195","OTC",3.0169178
"7198","XDH",2.94278032
"7212","DENND5B",1.04795259
"7217","",1.0932739
"7218","TNFRSF21",1.20487248
"7221","CTSB",-1.23571924
"7222","HSPB6",-3.05304136
"7224","",1.4822728
"7228","ITGA1",-1.66219111
"7229","GALNT5",2.01882936
"7231","IRF4",1.26683839
"7233","RNF6",-1.02078198
"7236","COL5A2",-1.55004533
"7237","",1.09644435
"7241","PTRF",-1.7200772
"7242","TLR3",1.47545072
"7249","CD200",-1.24382487
"7250","CLEC11A",-1.31385723
"7252","",1.44133068
"7259","TRIB1",-1.16284352
"7260","PRR15",1.87261157
"7261","MYO5C",1.48601228
"7267","AHNAK2",-2.88172762
"7268","ATP2B1",1.2021705
"7273","RHOJ",-2.00747102
"7283","CR1L///CR1",-1.16191811
"7284","SLC39A6",-1.0052712
"7289","SCNN1G",1.82014503
"7290","SLC4A4",1.35865978
"7299","MMD",-1.2099231
"7300","CADPS2",1.06697564
"7301","LOC100507165",-1.40400086
"7304","TACC1",-1.18170357
"7308","FCMR",-1.79762861
"7320","ACOT4",1.13379064
"7324","NET1",1.01577496
"7325","SRGN",-1.54976553
"7330","TAF1A",1.26568041
"7335","AADAC",3.26594093
"7349","DDX17",-2.07322075
"7351","DUSP6",-1.01994244
"7352","PELI2",1.40585445
"7354","HCLS1",-1.33242364
"7355","HS3ST3A1",-1.22024985
"7358","TSC22D3",-1.11693438
"7359","CALD1",-1.96522535
"7362","PTRF",-2.06447069
"7371","B3GNT3",1.22510498
"7373","",-1.19598062
"7379","CXCL2",-1.41968855
"7383","EDN1",-1.34332297
"7386","SMOC2",-1.24245417
"7388","LOC102723694",1.1734384
"7389","NRG4",1.0500944
"7391","ALPK2",-1.47914811
"7395","ADAM12",-1.32708063
"7396","EFEMP2",-1.63232013
"7399","SYNC",-2.27525268
"7403","CYSTM1",1.80786224
"7405","RP2",1.10224554
"7406","SLC44A3",1.69566514
"7409","CLEC14A",-1.06267892
"7413","",-1.14388783
"7416","CILP",-2.35078726
"7419","COLCA1",1.17952305
"7427","HSPG2",-1.41501281
"7429","CALD1",-1.67075543
"7430","BRCC3",1.05220888
"7432","OR7E14P",1.87478039
"7434","PTPN3",1.51629938
"7436","SMOC2",-2.86883866
"7440","BOC",-1.76643288
"7441","ANKRD18A",1.46896326
"7444","FKBP5",-1.48535215
"7446","PTGDS",-1.92444375
"7448","CARNMT1",1.02612258
"7450","HNRNPL",1.39934173
"7452","",-1.05377661
"7455","HAVCR2",-1.0933813
"7462","SYT11",-1.14657495
"7466","COL12A1",-1.86050182
"7468","SH2D3A",1.46249205
"7477","PLCB4",1.71090232
"7478","C1orf210",1.93163275
"7479","CCL28",2.08862532
"7482","CCR7",-2.10971331
"7489","PATJ",1.45964342
"7491","NRP2",-2.449634
"7494","EME1",1.39595637
"7495","LMO7",1.29517498
"7504","ITGA7",-2.14028738
"7509","LOC100129518///SOD2",-1.78070723
"7510","FBXO32",-1.88419208
"7517","MYLK",-2.64578109
"7519","MIR4683///FZD8",1.28607932
"7523","GJA5",-1.24874467
"7524","RASSF6",2.70395741
"7525","LOC284219",-1.62300265
"7527","CCL3L3///CCL3L1///CCL3",-2.18491522
"7530","LFNG",1.09061948
"7535","SDR42E1",1.0403872
"7540","CLEC7A",-1.03427575
"7552","RIDA",1.04756313
"7566","LEPROT///LEPR",-1.58290284
"7571","",-1.37114455
"7573","SPAG1",1.62299635
"7579","AIF1",-1.08457853
"7582","GALNT15",-1.23445341
"7583","FN1",-1.9749073
"7585","UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10",2.51342477
"7586","",-1.18795702
"7593","RHOH",-1.99445252
"7597","NECTIN4",1.09572989
"7599","",-1.21398036
"7601","PAIP2B",1.07874061
"7604","LCORL",1.17530312
"7605","ASCL1",1.64475929
"7609","DDX17",-1.67999204
"7618","PTPRF",1.22258532
"7624","EPS8L1",1.56861032
"7631","ZNF124",-1.01982524
"7633","NQO1",2.00585179
"7638","ZCCHC24",-1.84120841
"7640","CA9",2.92178621
"7641","",-1.3943924
"7642","FCMR",-1.49136776
"7643","FMO2",-1.7958785
"7647","LOC389906",1.06300184
"7663","CCL19",-2.79854003
"7665","",-1.03394944
"7667","TMEM163",2.29859388
"7668","YIF1B",1.33172544
"7673","",1.59170016
"7678","PSMC2",1.05220004
"7679","CXorf57",1.3943944
"7681","XAF1",1.50626306
"7684","SULF2",-1.28398226
"7689","NIN",-1.05464852
"7690","C4orf19",2.31967179
"7691","MBNL1-AS1",-1.77397507
"7699","TNIK",1.37682138
"7703","TGFA",1.7475891
"7709","UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10",2.50744957
"7715","DQX1",1.41961338
"7716","AMIGO2",-1.81092028
"7721","C1orf116",2.45006641
"7723","KIAA1804",1.82319175
"7730","ICA1",1.09015721
"7731","SYT11",-1.19170384
"7743","OMD",-2.53601064
"7745","",1.35847065
"7747","C1orf216",-1.02508396
"7748","UST",1.57637285
"7750","",-1.12877378
"7752","FPR3",-1.27436499
"7753","GRIN2D",-1.45014694
"7755","CRACR2B",1.24502519
"7757","ITGA11",-1.18622284
"7760","NECTIN3",1.23690851
"7764","",1.25253698
"7765","RILPL1",-1.21789558
"7767","NTN4",1.51012852
"7771","FBXO32",-2.25273001
"7773","PDLIM4",-1.81765743
"7779","APBB1IP",-1.20010645
"7785","VSIG1",4.68894409
"7789","OGN",-3.62958899
"7792","LST1",-1.07397344
"7793","SLC22A18",1.63137247
"7795","PODN",-1.76694717
"7796","SLFN5",-1.28269427
"7801","SLC2A10",1.61523153
"7805","SULT1C2",3.6025002
"7808","FAM126B",1.04272239
"7817","HN1",1.45667649
"7819","HIC1",-1.42131945
"7825","SLC15A1",1.97364568
"7826","S1PR3",-1.91770183
"7827","HMGCR",1.35636242
"7828","KCTD3",1.07029756
"7831","COL14A1",-2.5678836
"7832","BPNT1",1.35978526
"7833","TMED5",1.00068823
"7834","",-1.88939346
"7838","TBC1D32",1.01746991
"7842","CALD1",-1.41038873
"7852","",1.26361626
"7858","LPIN2",1.11759703
"7859","COL5A1",-1.75237406
"7863","PRKCD",1.12620192
"7868","BUB1",-1.66414484
"7874","",1.06539223
"7885","",1.23365345
"7887","FBXO32",-1.25047782
"7891","STOM",-1.02671504
"7894","HNF4A",1.80614118
"7896","GJA1",-1.4270014
"7901","ZNF347",1.01732192
"7904","",-1.88718331
"7911","TAP2",-1.0480261
"7915","SDS",-1.15289672
"7920","AMMECR1",1.17034386
"7921","EPB41L1",1.20592352
"7923","A2M",-1.32043012
"7927","TPM2",-1.18108968
"7931","TRIM59///IFT80",-1.36724356
"7932","ZFP3",1.16295575
"7938","COL6A1",-1.54907636
"7939","RHOF",1.42844046
"7942","SH3RF2",1.52775567
"7959","FXYD3",1.73538799
"7960","FSCN1",-1.26525578
"7969","TCAIM",1.38771922
"7978","C1orf116",2.1788048
"7979","APOC1",-1.1539348
"7981","ZKSCAN1",1.02187268
"7987","SLC41A2",1.47322498
"7989","SCAF4",1.08725447
"7994","PTGS2",-2.44242185
"7999","AFDN-AS1",1.08812805
"8001","",1.15004203
"8004","CCL2",-1.61717406
"8005","",-1.2839389
"8007","IQGAP2",1.58875218
"8008","RALGPS2",1.07709634
"8012","",1.04958389
"8025","THEMIS2",-1.14332765
"8028","LOC100287896",1.14323435
"8030","COBLL1",1.23756181
"8033","SOD3",-1.74796394
"8035","VDR",1.37704603
"8041","MAVS",-1.10501595
"8043","PHACTR1",-1.19011336
"8046","OCLN",2.00836247
"8051","DHRS9",2.22995604
"8052","",-1.09434394
"8053","LYZ",3.32194221
"8057","ANKRD22",2.20394457
"8061","CD9",-1.07947772
"8065","KCNE2",3.02901757
"8066","B3GNT7",2.06763396
"8072","",1.05320565
"8076","LOC105371708",1.02781311
"8077","GNL3L",-1.13452063
"8078","ADGRF5",-1.25071456
"8080","NFATC1",-1.18187071
"8083","CPXM2",-2.14882922
"8085","",-1.5638942
"8086","MCU",1.46641355
"8098","BCL2L15",1.8523337
"8101","WASF1",-1.65070964
"8102","ZNF813",1.05560208
"8104","GPD2",1.20922865
"8108","SERPINB9",-1.36472511
"8112","GALNT7",1.72111792
"8118","SNHG24",-1.57722916
"8124","LYZ",1.15313314
"8129","SYT17",1.13263053
"8130","B3GNT7",1.80376821
"8136","INAFM1",-1.09248234
"8137","",-1.93207514
"8138","C1orf115",1.30015499
"8149","STAT1",-1.52332953
"8150","PDE3A",-1.02896262
"8158","TPM2",-2.58218318
"8161","TEAD4",-1.28152917
"8165","VWA5A",1.1455736
"8176","ELOVL5",-1.26801934
"8180","KCNJ15",2.47156342
"8186","UNC5C",1.0014675
"8188","MLPH",2.06534595
"8193","",1.12438087
"8197","AMOTL1",-1.28442309
"8201","SLC30A9",1.3962662
"8206","",-1.08478129
"8213","TMEM30B",1.85457677
"8214","TMEM125",1.51802025
"8215","",-1.02809822
"8223","RBPMS",-1.03911844
"8225","GJA4",-1.0906878
"8228","BICDL2",1.14272536
"8230","",-1.27531436
"8232","UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10",2.31623475
"8233","NOX4",-1.94390806
"8243","C4B_2///C4B///C4A",-2.09647696
"8245","MOXD1",-1.70919909
"8248","C12orf75",1.49898637
"8249","EEF1A2",1.06145764
"8251","RARRES2",-1.31236921
"8256","BHLHE22",-1.53418293
"8257","GAS7",-1.25967578
"8271","PCLO",1.80401411
"8278","NR3C2",1.5518311
"8280","MYO5A",-1.08853931
"8289","WNT2",-1.36048961
"8290","FAM3B",3.79819922
"8292","UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10",3.17208663
"8293","ADH1C",3.81013353
"8294","GPAT3",1.91632321
"8301","",-1.47637103
"8303","BTC",1.54094004
"8311","MRC2",-1.06308802
"8315","MSRB3",-1.95307432
"8316","FAM117B",1.15252217
"8317","PTPRZ1",2.17415188
"8321","",-1.04512473
"8325","S1PR1",-1.06177792
"8327","PTER",1.1543096
"8331","GPR176",-1.02635059
"8332","FHL5",-1.76710143
"8335","AKT3",-1.03011624
"8339","NHSL1",1.56800772
"8342","FNBP1",-1.18174248
"8345","LRRD1///CYP51A1",1.5721034
"8348","",-2.06952172
"8350","COL3A1",-1.29377069
"8357","C6orf132",1.60414831
"8362","USP53",1.00761631
"8365","",-1.2699003
"8369","ARHGAP18",1.01688181
"8372","",1.39064476
"8373","TM4SF5",2.04155103
"8387","MANEA",1.04671556
"8388","HGD",2.06635717
"8405","LAMA4",-1.10576878
"8406","PUDP",1.26079685
"8407","CRYL1",1.05392096
"8409","TMPRSS2",1.02781123
"8413","AOX1",-1.09166385
"8414","COL15A1",-1.64078457
"8426","EBF3",-1.13020139
"8428","IL6R",1.04000019
"8429","SRGN",-1.30206121
"8433","CNOT7",1.07771508
"8436","PDIA4",1.04092082
"8438","",-2.256004
"8443","PTGIS",-2.29044652
"8445","",1.23515253
"8448","PRKCI",1.03006978
"8450","PMP22",-1.12765524
"8451","CXCL13",-3.22785361
"8453","THBS4",-3.22053998
"8469","RPS16P5",-1.08894347
"8471","ALDH3A1",2.62479843
"8472","ACTN1",-1.42071717
"8474","GALM",1.3441666
"8476","",-1.0734851
"8480","",-1.53921109
"8491","FLI1",-1.10844411
"8496","MIR7-3HG",1.06024051
"8504","PDLIM7",-1.38805255
"8507","PTPN20",1.34576507
"8510","ACBD5",1.05865589
"8515","SEPSECS",1.09230972
"8519","IL17RD",-1.8502011
"8520","DNAJC10",1.13055301
"8521","REPS2",1.51813524
"8522","BCL2L15",1.85838644
"8530","DHCR24",1.77137524
"8537","NES",-1.32762908
"8543","",1.11827521
"8549","LOC100996506///RETSAT",1.18504071
"8554","MIR675///H19",-2.76228019
"8563","DBR1",1.00193007
"8567","MIR6773///ESRP2",1.62798776
"8569","",1.24129777
"8573","IRF6",1.27347516
"8574","CCL28",1.40622107
"8580","",-1.10495129
"8587","PI15",-2.61752994
"8598","RERG",-2.2662473
"8600","ABHD2",1.18442243
"8611","ACTN2",-1.09958453
"8612","C10orf10",-1.42463974
"8616","IGF1R",-1.11677001
"8623","MIR1304///SNORD5///SNORA32///SNORA40///SNORA18///SNORA1///SNORA8///TAF1D",1.04600139
"8625","ZNF608",1.02871951
"8627","TSPAN1",2.61296731
"8634","KLF4",1.56444113
"8635","NKX2-3",1.20149281
"8641","INPP5A",-1.2132318
"8648","THBS1",-2.11428747
"8649","TNS1",-2.37855886
"8652","SH3RF3",-1.14695843
"8653","DNAJB5",-1.81156212
"8670","",-1.10617006
"8674","SHROOM3",1.38386295
"8688","MS4A7",-1.22403342
"8699","TPD52",1.51257217
