"","Gene.symbol","logFC"
"1041","AFG3L2",1.227096
"1042","",1.21617346
"1044","ANKRD12",1.86765263
"1047","LOC102724985///PDXDC2P///PDXDC1",1.16035654
"1048","DHRS7",1.61918149
"1049","SLC39A11",2.46003458
"1050","SGK2",3.12186109
"1051","MIR3656///TRAPPC4",1.07743327
"1052","",1.32466356
"1053","ATP11B",1.5846952
"1054","DOPEY2",2.47588143
"1055","IGFBP7",-2.34740231
"1056","ZNF708",1.08898798
"1057","MKLN1",1.418226
"1058","TNFAIP1",-1.12113065
"1059","GPT",1.01599986
"1060","NAPEPLD",2.29102226
"1061","",2.59495035
"1062","TAPT1",1.30345712
"1063","AQP1",-3.58931871
"1064","LAPTM5",-2.22639751
"1065","",-1.75149586
"1066","PKIB",3.57398328
"1067","NR1D2",-2.07671163
"1068","CD37",-3.18536608
"1069","RSPRY1",1.02410483
"1070","LOC101929597///TBCD",-1.0642988
"1071","CACFD1",1.36481386
"1073","PIP5K1A",-1.53495536
"1074","ASXL2",-1.4040765
"1075","BRPF3",1.06942311
"1077","SEC22B",-1.28420458
"1079","SCYL3",1.96232056
"1080","SPTLC2",1.76410344
"1081","SEPSECS",1.60190039
"1082","C9orf85",1.1208495
"1083","NIPAL3",1.15053426
"1084","MTPAP",-1.38128329
"1085","TMEM259",-1.1041511
"1086","ADIPOR2",1.30738587
"1087","C9orf16",-1.51504182
"1088","BHLHE40",-1.9988591
"1089","STT3A",1.48663033
"1090","SYNE2",-2.03878328
"1091","CALU",-1.20525743
"1092","PTPN11",-1.23709416
"1094","DNAJC7",1.38393197
"1096","DR1",1.28891719
"1097","ARF3",-1.22644907
"1098","",-1.02753117
"1100","THY1",-2.89722251
"1101","ASAP1",-1.36715023
"1102","DUSP1",-2.26714295
"1104","ZDHHC3",1.41043457
"1105","IL32",-2.42271263
"1107","GALNT6",3.02543881
"1108","NADK",1.17976455
"1109","STON2",1.36018276
"1111","",-1.40937753
"1112","LRPAP1",1.32845078
"1113","HEATR5B",1.10209153
"1114","",1.64525819
"1115","COL4A3BP",1.47021517
"1116","PHACTR4",1.55297637
"1117","INHBA",-4.68130181
"1118","MTHFR",1.07148008
"1119","",1.49815476
"1120","MET",-1.28252
"1121","C17orf58",1.54523326
"1122","IGSF8",-1.27729564
"1124","PLEKHG2",-1.49754396
"1125","YPEL2",1.47037305
"1127","RAP2B///RAP2A",-1.2743507
"1128","HES1",2.14218314
"1129","ENTPD5",3.16761081
"1130","FBXO28",-1.03686054
"1131","WNK1",-1.21590662
"1132","ATG16L1",-1.49575283
"1133","RHOB",-2.66847427
"1134","GPSM3",-1.3944963
"1136","MIA2",1.34199396
"1137","PSAPL1",3.11882447
"1138","SHPK///TRPV1",1.19842534
"1139","CASZ1",2.57393644
"1140","ELK3",-1.31838111
"1141","UMAD1",1.72770013
"1142","MAP3K2",-1.20189489
"1143","TMCO3",1.60159534
"1144","RAVER1",-1.28606655
"1147","FBXO38",-1.18620984
"1148","CCDC125",1.86378679
"1149","SFRP2",-5.87693547
"1150","PTPRF",2.05103772
"1151","SIGLEC5",-1.04608451
"1152","ARNT",-1.05085374
"1153","RIT1",-1.77398535
"1155","BAZ2A",-1.15675017
"1157","VPS13B",-1.27695039
"1158","RSPH3",1.06782313
"1160","ZNF585A",1.28192894
"1163","YTHDF3",-1.62311995
"1164","DBT",1.27422114
"1165","UBE4A",1.02191967
"1166","LTK",1.50775583
"1170","DUSP1",-2.34355508
"1171","ZNF274",1.01672761
"1172","GAREM1",2.49753013
"1173","",1.14788158
"1174","ERO1B",3.01231191
"1175","SEC61A1",-1.60999448
"1176","",-1.22049674
"1177","HACD3",1.78727534
"1178","SOX21-AS1",2.59159806
"1179","NR1H2",-1.0037396
"1180","TNFSF10",2.13458904
"1181","COL8A1",-4.76625032
"1182","RB1",-1.25672953
"1183","GLUD1",1.29691671
"1184","SPIRE2",1.90642467
"1187","GALNT5",1.54678235
"1188","",-2.45515498
"1189","SGSM3",1.55300237
"1190","KBTBD7",1.50202151
"1191","SIRPA",-1.04020734
"1193","SBF2",-1.09875732
"1198","CASC4",1.04860559
"1199","GK5",1.58025222
"1200","ZNF630",1.36707631
"1201","VEZF1",-1.06593032
"1202","SEC14L5",1.20240988
"1203","ZNF75D",1.10116438
"1204","TRIO",-1.486084
"1206","MAGI1",1.03690616
"1207","CD6",-1.0565625
"1209","BBS4",1.0300429
"1211","ATP6V0E1",1.34740374
"1212","RNF207",-1.45655959
"1213","PPP4R1L",1.17375867
"1215","ETNK1",2.26603879
"1216","GAS7",-1.66570151
"1217","LOC145474",1.89059861
"1219","PHYH",1.79175161
"1220","COX16",1.16587373
"1221","ABCC5",1.82900738
"1222","",-1.68127599
"1223","",1.27906354
"1224","SIKE1",1.29050579
"1225","BPHL",1.13654298
"1226","FKSG49",-1.10893515
"1227","FCGR3B///FCGR3A",-3.44465887
"1228","UBE2G2",-1.28618229
"1229","SETD5",1.15642849
"1230","NCOA2",-1.75177215
"1231","",1.79877435
"1233","CPT2",1.47831165
"1234","ZNF417///ZNF587",1.46642856
"1236","ABI2",-1.08789124
"1237","TGFBR2",-1.64393337
"1238","UNC5B-AS1",1.49091401
"1239","NRP1",-1.72791091
"1240","NFIA",-2.62618695
"1242","TM2D1",1.35133054
"1243","MLLT3",1.63150307
"1244","RHBDD2",-1.26403299
"1246","",1.27715124
"1248","FBXL4",1.53814301
"1252","STS",2.44995268
"1254","",1.53308257
"1255","",-1.74085506
"1258","NONO",-1.05371277
"1260","PHKB",1.3683088
"1261","HNRNPD",1.50417356
"1263","XPO7",-1.31858778
"1264","SPTBN1",-1.53661006
"1265","F7",-1.52146025
"1266","MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2",-1.9399289
"1267","",-1.36114649
"1270","PPP1R15A",-1.37686228
"1271","",-1.61750108
"1272","AAMDC",1.38206527
"1273","RASAL2",-1.40219924
"1274","HIPK3",-1.56387735
"1276","KATNBL1",1.18315717
"1277","LOC101926921///DAB2",-1.90120986
"1278","RETSAT",1.62374077
"1279","PTCD3",1.37194345
"1280","PAQR8",2.77933553
"1281","",1.25678577
"1282","ELMSAN1",1.04946449
"1286","MIR4458///MIR4458HG",1.44901791
"1287","GUCY1B3",-3.04215613
"1288","PRDX5",1.24797696
"1289","BGN",-3.00616305
"1290","KIAA0485",-1.96957775
"1291","PCIF1",-1.11899397
"1292","",1.51590481
"1294","SMDT1",1.03001399
"1295","LOC101928747///RBMX///SNORD61",-1.02501012
"1296","DGKD",1.71409703
"1297","LIMA1",1.98968168
"1299","ERICH1",1.24900966
"1300","ZNF211",1.32644269
"1302","ADCY3",-1.64985359
"1303","FNIP2",1.56135885
"1304","GLCE",1.66003791
"1306","ADD1",-1.06453148
"1308","GAN",1.19632037
"1309","SELL",-2.92300396
"1310","UBE2B",1.13528006
"1311","B4GALNT3",2.27986012
"1312","LL22NC03-75H12.2",1.05671619
"1313","BMP2",2.32828092
"1316","TAF9B",-2.37461474
"1318","LINC00982",2.96042078
"1319","POPDC2///COX17",1.13083464
"1320","EDEM3",2.20707058
"1321","DYRK2",1.40946126
"1322","DHRS7",1.15868516
"1323","LOC101928916///NNMT",-2.91540618
"1325","ARHGAP42",2.03684045
"1326","TRA2A",1.11296094
"1327","OCLN",2.01041639
"1328","VPS13A",1.29352297
"1329","CAPN9",4.44027327
"1330","",-1.85936743
"1332","ACAD8",1.0321172
"1333","STK4",1.97415066
"1334","MIR4680///PDCD4",2.04220213
"1335","C6orf62",1.08541657
"1336","MALAT1",1.81825333
"1338","",-1.42837233
"1339","FBXL17",1.23387654
"1340","PPARGC1B",1.47204469
"1341","LOC101928274///VSIG10",1.62404048
"1342","ARHGAP32",2.73338976
"1344","SEC23IP",1.40867643
"1345","",-2.86464283
"1346","MIR8085///BCL3",-1.24091572
"1347","TRIP11",1.30024002
"1348","CEP170P1///CEP170",-1.06928174
"1350","CALCOCO1",-1.24703394
"1351","SALL1",1.1806356
"1355","",1.35288846
"1357","",2.15712736
"1358","LANCL1",-1.04379377
"1359","TMEM134",1.0726512
"1360","SH3D19",-1.19739792
"1361","SENP1",-1.08749318
"1362","AP4E1",1.0892457
"1363","CDH11",-2.56748847
"1364","",-1.6311618
"1365","EI24",1.512823
"1368","LUC7L3",1.46599676
"1369","DENND5B",1.39189255
"1370","",1.07722924
"1371","PITPNA-AS1",1.22399905
"1372","PHKB",1.54765929
"1374","KIAA1107",1.32223551
"1375","ALDH3A2",1.64580163
"1376","",1.21367494
"1377","NKTR",-1.35254552
"1379","PDP1",-1.90764547
"1380","",-1.32582346
"1382","PLTP",-2.6561083
"1383","IRF2BP2",-1.15236472
"1384","IL2RG",-2.58392013
"1386","TCERG1",-1.59598393
"1388","",1.78580529
"1390","LARP1",-1.04328763
"1391","FYTTD1",-1.26893784
"1392","ASAP1",-1.26161315
"1393","RDH11",-1.01309624
"1394","IL2RA",-1.48395599
"1396","SLC31A1",1.24585519
"1398","",1.25618758
"1399","SH3GLB2",-1.47714617
"1400","CXCR4",-2.36761635
"1401","FUBP3",-1.14253194
"1403","SMIM14",1.9556062
"1404","TRAK1",1.49722054
"1405","TRIO",-1.27147562
"1406","GRK2",-1.28223554
"1408","PRRX1",-3.31346915
"1409","EPRS",-1.53154011
"1411","MYCBP2",-1.18085979
"1412","RBM7",1.03561571
"1415","",-1.50315123
"1416","CDC14B",1.40681158
"1417","P2RX5-TAX1BP3///TAX1BP3///P2RX5",1.20609796
"1418","LOC102724689",2.56771776
"1420","PATL1",-1.17254814
"1423","MMEL1",1.82969074
"1424","OTUD1",1.62461795
"1426","C9orf64",1.34749453
"1427","CHGB",4.65753588
"1429","RBM33",-1.19962391
"1431","FBXO8",1.21351048
"1432","CORO1C",-1.41639865
"1433","AP1M1",-1.13283971
"1434","THRB",2.54646882
"1435","",1.16155761
"1436","COL6A1",-2.53420362
"1437","CXCR4",-2.31254395
"1438","EP300",1.75363235
"1439","GNA11",1.47977246
"1440","LARP4B",-1.33122922
"1441","ALDH6A1",1.84860852
"1442","",-1.75762998
"1443","LOC102724017",1.53480317
"1444","BMP1",-1.39449487
"1445","",-1.28975804
"1446","",1.77718931
"1449","",-2.03717333
"1450","TMEM30A",-1.51541242
"1454","PRDM1",-1.19156166
"1455","RBM6",-2.12666662
"1456","ZNF827",1.60415923
"1457","PDE4B",-2.09947384
"1458","TMEM131",1.01941487
"1461","GDPD3",2.55665464
"1465","",1.59943506
"1466","",2.09144102
"1469","PLXNA2",1.46074935
"1470","KBTBD7",1.32396725
"1471","COL4A1",-2.56697996
"1472","RNGTT",-1.13716495
"1473","MTERF2",1.44215721
"1475","PLVAP",-2.06254722
"1476","",2.98427346
"1477","SRPRA",-1.18961867
"1478","CAPN13",4.00351034
"1479","ELOVL5",-1.14238058
"1481","COPG1",1.66989299
"1483","LOC100506730",1.20275556
"1484","PDPN",-1.97133596
"1485","LOC101927157///NIPAL1",1.91338902
"1486","USP54",1.73860381
"1487","IL7R",-2.45756019
"1488","GM2A",-1.94576
"1489","",-1.14639821
"1490","",1.36995373
"1493","",1.67178926
"1495","",-1.55718639
"1497","DGKH",-1.97308328
"1498","",1.38971361
"1499","MFSD9",1.66979792
"1500","TSPAN5",2.03200785
"1502","COL6A3",-2.5974206
"1503","RASSF3",1.48648096
"1505","SCNN1B",2.2051676
"1506","TMEM19",1.19074352
"1508","CSF1R",-1.72834786
"1509","RPARP-AS1",1.26445853
"1511","MYL9",-4.46967012
"1512","SLC16A1",2.05479176
"1513","",1.38002977
"1514","LGALSL",1.43928733
"1515","AREL1",1.04672395
"1518","PPARA",1.25741195
"1519","IDH1",1.55534047
"1520","PCBD2",1.31891038
"1521","ACKR4",3.19325922
"1523","JUND",-1.71576765
"1524","DDR2",-3.04137563
"1526","CNST",1.04429358
"1527","GDPD1",1.72808846
"1528","DISP1",1.77041055
"1529","",-1.59112297
"1530","JMJD1C",-1.1967679
"1532","AMMECR1",1.33221147
"1534","MCPH1",1.20923453
"1535","RALGPS1",1.87867333
"1537","",-1.55381317
"1538","RASSF5",-1.58497276
"1539","NUMA1",-1.45380281
"1543","TERF2",-1.03200094
"1544","ZCRB1",1.0691731
"1545","GON4L",-1.01727436
"1546","MKLN1",1.09849076
"1547","FBP2",2.68276702
"1548","HACD2",1.41619152
"1549","APAF1",1.35695351
"1550","NDUFS1",1.15883708
"1551","FARP2",-1.21649891
"1555","RHBDL2",3.28019581
"1557","CHPT1",1.9558981
"1558","THBS1",-3.14728979
"1559","PXMP2",1.72229427
"1562","KDM6B",-1.09081499
"1565","ME1",2.63682715
"1566","LOC101930400///AKR1C2///AKR1C1",3.81217298
"1567","MED13L",1.07121695
"1568","LRP10",1.17535603
"1570","ATP7A",1.35443039
"1573","LINC01127",1.54615752
"1575","CTSK",-2.26567829
"1576","BIVM",1.28699795
"1577","WAC",-1.00740775
"1578","VAMP2",-1.11080601
"1579","TIMP1",-2.06201638
"1580","HRASLS2",4.85342953
"1583","FAM120A",1.16686214
"1585","LIPH",2.91797036
"1586","ACER2",4.42151077
"1587","PAXBP1",-1.08440429
"1588","PIP4K2C",1.20927907
"1589","WAC",1.27005627
"1590","SNRNP40",1.10890907
"1591","SEC24A",1.41189785
"1592","SETD5",-1.22212941
"1595","PLXNC1",-1.86795347
"1596","ZBTB38",-1.47086005
"1597","STS",1.79358428
"1598","UBXN7",-1.28313671
"1600","LINC00992",2.36381635
"1601","PLXNA2",1.46600855
"1604","LINC00116",1.10494303
"1607","NLN",1.54918543
"1608","SMAD5",-1.13326398
"1609","CREB1",-1.09032739
"1611","ASPHD2",2.28664461
"1612","ZNF827",1.42323666
"1613","RMST",1.88008211
"1614","GXYLT2",-3.60707714
"1615","SIN3B",-1.23735058
"1616","RENBP",-1.41087356
"1617","DMWD",-1.00315576
"1618","THSD4",1.90888105
"1619","",1.60966222
"1620","LOC102724094",1.22486592
"1622","TNRC6B",-1.58169498
"1624","BRWD1",1.15706319
"1625","",-1.042545
"1626","OIP5-AS1",1.43255707
"1627","",1.06611894
"1628","CLMN",1.74895458
"1630","KCNJ8",-2.41200186
"1631","USF3",1.11599698
"1632","GAS7",-1.84470778
"1633","ELOVL6",3.24869542
"1634","EXOSC1",1.01748644
"1635","CYP3A43",1.43898775
"1636","VPS13A",1.56838355
"1637","GREM1",-4.58028119
"1639","WWC1",1.66771822
"1640","ARHGEF37",2.07613918
"1641","IGFBP7",-1.51315185
"1642","CYTH1",1.09011077
"1644","ZNF562",1.0032791
"1645","UQCR10",1.0853586
"1646","NUMA1",-1.37595731
"1648","SYTL2",2.243503
"1649","YME1L1",-1.43987406
"1650","GNAQ",1.31264292
"1651","KBTBD2",-1.17592863
"1652","C20orf27",-1.66265259
"1653","GAN",1.04888887
"1654","ATN1",-1.03590632
"1655","FOSL2",1.31000373
"1657","B4GALT4",1.83430568
"1659","SLC44A2",1.55834214
"1660","SAMD1",-1.10704012
"1661","SUCLG2",1.67621769
"1662","PARVB",-1.44854367
"1663","XKR6",1.20909909
"1664","SLC1A5",-1.25171935
"1667","PTPRJ",1.37328627
"1669","CREB1",-1.11021337
"1670","GNB4",-1.29917451
"1671","ZDHHC3",1.28326288
"1673","PTPRG",-1.67973171
"1674","CPNE2",-1.64541011
"1675","",-1.69967329
"1676","ESYT2",-1.51518521
"1678","TFCP2L1",2.35815441
"1679","PPP1R15A",-1.18260656
"1681","CTNNB1",2.31490991
"1682","LOC643201",1.21884212
"1683","FAM201A",1.42658533
"1684","LNPK",1.37605457
"1685","PTPRR",2.8014414
"1687","ARIH2",1.18281548
"1689","BLVRB",1.42209473
"1690","ERC1",1.31260987
"1692","COL4A1",-2.09935182
"1693","NCOA3",-1.10367607
"1695","SLC2A3",-1.97444114
"1697","C5orf63",1.62581417
"1698","HPS1",1.04526607
"1699","CEP104",1.19782205
"1700","PXK",-1.30423177
"1701","MBOAT1",1.93721478
"1702","ENO1",-1.01419553
"1703","KDM7A",1.30737501
"1704","NXT2",-1.69517299
"1706","",1.11324058
"1708","SLFN5",-1.95169282
"1709","",-1.7816175
"1710","FAM135A",1.75746603
"1712","SLC35D2",1.63865551
"1713","GAST",5.4518851
"1714","",1.1308307
"1715","GATA6-AS1",2.91682823
"1716","RAPGEF2",-1.33992079
"1717","HADH",1.3537104
"1721","",1.76922325
"1722","RUFY3",-1.48927218
"1723","",2.02661803
"1725","SPSB1",-1.44160196
"1726","FRYL",-1.05953261
"1727","ZNF396",1.0167117
"1728","",-2.60427119
"1729","SCIN",4.07935301
"1730","TEX9",1.91113244
"1732","PPCDC",1.20116369
"1733","OTUD1",1.78075324
"1734","LOC100506314",1.36227751
"1735","",-1.33265636
"1736","",-2.96715659
"1737","FMNL1",-1.06854351
"1738","CHP1",1.30083538
"1739","",1.65609792
"1741","KIAA1841",1.32720588
"1744","VPS13A",1.43384906
"1745","MPHOSPH9",1.50379531
"1746","ZSCAN4",1.71640757
"1747","SPI1",-1.40256567
"1748","NIPAL2",1.42818937
"1749","",-1.4340888
"1751","NIPSNAP3A",1.42732183
"1752","PLEKHA7",1.54710946
"1755","TIMP3",-2.49718577
"1756","TNPO1",1.47570715
"1760","SEPN1",-1.11182705
"1761","MUT",1.25428176
"1763","LAPTM5",-1.79823325
"1764","LOC728730",1.19284228
"1766","",-1.63300002
"1767","COL1A2",-2.20251707
"1768","CNNM4",1.54729746
"1770","",1.68015006
"1772","AQP1",-3.07188094
"1774","GCKR",1.42466765
"1775","OSGIN2",-1.33043314
"1778","NECAP1",1.04057812
"1779","LOC101928524",1.19574982
"1780","PPIP5K2",1.42411706
"1781","C16orf58",-1.08155072
"1782","MAP9",1.70914932
"1783","TNPO1",1.33032865
"1784","RASSF3",-2.18050143
"1785","ZBTB34",1.11308492
"1786","SCP2",1.29828815
"1787","GNA11",1.43571969
"1791","ARHGEF28",1.39820561
"1792","TRMT10A",1.2881974
"1794","CHKA",1.30252835
"1796","IL6ST",-1.47269855
"1797","SLC39A13",-1.11065069
"1798","FAM98B",1.07902476
"1799","ASXL2",-1.0973974
"1801","MBNL2",-1.32616977
"1803","ADGRG2",3.92553276
"1804","LOC339988",1.00409403
"1806","MFSD9",1.52351956
"1807","",-1.28857674
"1809","RAP2B",-1.3850917
"1810","ERGIC1",1.23239715
"1811","GRAMD4",1.25990383
"1812","IRF2BP1",-1.00421945
"1814","MIR29C///MIR29B2",2.33415469
"1815","MPZL3",1.08912794
"1816","FBXL20",-1.66591368
"1817","",1.16572642
"1818","RHBDL2",1.8030843
"1820","HIPK3",-2.20260663
"1821","EGR2",-2.49470557
"1822","",-1.00025698
"1823","KBTBD12",2.28504241
"1824","RAB27A",2.15526915
"1825","",-2.15669591
"1826","SCGB2A1",5.27511055
"1828","CEBPD",-1.34012797
"1829","THBS2",-3.78590736
"1830","P2RX5-TAX1BP3///TAX1BP3",1.11851396
"1831","RASSF4",-1.66934499
"1832","GNB5",-1.37918862
"1833","LILRB1",-1.41109952
"1835","PCGF2",-1.08307586
"1836","MAL",3.21816024
"1840","LINC01560",1.09944597
"1843","TRIP11",1.06250932
"1844","PROSC",1.3019822
"1847","",1.98190759
"1848","ADGRL3",1.62996445
"1851","FN1",-3.08978824
"1852","TTC9",1.32910354
"1854","KCNK10",1.5556172
"1855","RAD23B",-1.3996029
"1857","IGSF9",2.43722035
"1858","ELOVL6",3.08444553
"1859","NCKAP5L",-1.04034383
"1860","SEC23IP",1.23897448
"1861","GRAMD1C",2.5494154
"1863","SATB1",-2.08928468
"1864","FLOT2",-1.03730727
"1865","COPG2",1.42509031
"1867","NBPF26///NBPF10///NBPF9///NBPF14",-1.38275703
"1868","NT5DC2",-1.8809282
"1869","MED7",1.04868727
"1870","SLC25A46",1.25932182
"1871","SBNO1",1.23766821
"1872","ARHGDIB",-1.58576256
"1873","GUCY1A3",-3.17824071
"1875","DDA1",-1.08261883
"1876","OSBPL2",1.0534748
"1878","CDC14B",1.56258776
"1881","TCF4",-1.92248842
"1885","HNRNPU",-1.05524013
"1887","FN1",-3.06590244
"1888","KMT2A",-1.02991445
"1889","",-1.48566813
"1890","ANKRD13C",1.19751139
"1891","KMT5B",1.06640825
"1896","",1.04901361
"1899","ZKSCAN1",1.48932185
"1900","MOB3B",1.69815671
"1901","TDRD3",1.1192368
"1903","CERCAM",-1.82642737
"1904","MPHOSPH9",-1.07998725
"1907","SRGAP1",-1.24985553
"1908","ERAL1",-1.06835224
"1910","LINC00938",1.37806018
"1911","CTHRC1",-3.51622428
"1913","PLEKHH1",2.36095209
"1914","RAB11A",1.36919905
"1916","MR1",1.24515941
"1917","CXCR4",-2.34201838
"1919","FAP",-3.28413847
"1920","",1.48449966
"1921","",1.14169598
"1922","MED7",1.01221363
"1923","ARHGAP26",1.68067929
"1924","SVIP",2.20914262
"1925","PDIA3",1.78612487
"1926","CAPN13",1.5667835
"1927","PPP1R13B",1.01273232
"1928","NPAS2",1.48806338
"1931","",2.29232301
"1932","PHC3",-1.08766998
"1933","ACVR1C",1.34474474
"1935","RDH13",2.14671339
"1936","NADSYN1",1.14687683
"1939","WDR11",1.02080952
"1940","MSR1",-2.01521378
"1941","NCOA2",-1.32899954
"1942","",1.05827027
"1943","AZIN1",-1.30055484
"1944","MFSD8",1.31785048
"1945","MMP28",1.99893326
"1946","TLR4",-1.4558365
"1947","STARD4",1.83245167
"1948","DNAJC3-AS1",1.40491868
"1949","KDM6B",-1.1041978
"1950","",-1.08187481
"1951","CAMK2D",1.08652948
"1952","FN1",-2.98872059
"1953","GNB5",-1.06451789
"1956","PLEKHB2",1.15354167
"1959","EAF1",1.45995019
"1961","MIR4680///PDCD4",2.0406398
"1962","ATP5F1",1.18654928
"1964","SULF1",-3.50079881
"1969","PMM1",1.12634705
"1971","CMTM7",-1.20480932
"1973","",-1.09202102
"1975","LOC101929964///LINC01184",1.57626619
"1976","SDR42E1",1.39019767
"1977","KIF3A",-1.24183663
"1980","FRK",2.24984112
"1982","ENTPD1",-1.57069912
"1984","TRIM33",1.4431484
"1985","MTMR1",-1.63047352
"1986","AGAP2-AS1",-1.3671358
"1987","LOC100996782///MED18",1.04082215
"1988","EHMT2",-1.12544429
"1990","KIF13A",1.331537
"1993","ADAMTS1",-2.89127467
"1995","NOTCH3",-2.53375333
"1996","LILRB1",-1.37557796
"1997","",-1.08991551
"1998","CAMK2D",1.12778942
"1999","TOX4",-1.07549396
"2002","USP13",-1.33563207
"2003","SEC16A",1.00972399
"2004","VPS54",1.18384867
"2006","",1.70352444
"2008","FN1",-3.14816566
"2010","RDH12",2.51700831
"2011","",1.20824101
"2012","ILF3-AS1",1.4186905
"2013","SNX14",1.31465476
"2014","TRIM68",1.03395921
"2015","C1QC",-1.83749849
"2017","TPSB2///TPSAB1",-2.61456359
"2019","CEP170P1///CEP170",-1.24327646
"2020","PIEZO2",1.35098848
"2021","SOCS3",-2.30603551
"2023","COL1A2",-2.67427772
"2028","RXRB",-1.04355218
"2029","NEUROD1",1.97196631
"2030","",1.10833766
"2031","PDPN",-2.11532995
"2032","MICALL2",1.20565386
"2033","",2.20156881
"2036","GAS7",-1.40634152
"2037","YIF1B",-1.17279204
"2039","PET117///KAT14",1.30321074
"2042","GTPBP2",-1.44983679
"2043","ZNF223",1.28777758
"2044","TRMT1L",1.35809178
"2045","C1orf198",-1.41408395
"2046","QSOX1",1.44128126
"2047","KIAA0232",1.37148754
"2048","FAM86DP///FAM86B2///FAM86FP///FAM86B1///FAM86C1",-1.40113605
"2049","B2M",1.76184932
"2050","COL17A1",2.43501726
"2052","FLI1",-1.594891
"2053","BLOC1S6",-1.1712864
"2054","S100A8",-3.51086089
"2055","MPC1",1.13662247
"2056","CCDC80",-3.10733577
"2062","ZNF506",1.48118729
"2063","RC3H2",-1.23483362
"2066","PLA2G12A",1.16922071
"2067","RAPGEF6",1.51993428
"2068","",-1.53158889
"2069","TSPAN5",1.80846701
"2070","COL4A3BP",1.13403066
"2072","",1.11279985
"2073","",1.00967148
"2075","VSIG2",3.28434741
"2076","CD46",-1.582118
"2077","CKAP4",1.21009038
"2078","TLE4",1.04883716
"2080","PRDM16",2.91853594
"2082","SMG7",-1.064287
"2083","PLCE1",1.60821648
"2084","SULF1",-3.76354206
"2085","UPK1B",4.86861499
"2087","TMBIM6",1.05415365
"2088","THBS1",-3.09323468
"2089","TRMT2B",-1.3772672
"2091","UGDH",1.66016327
"2092","EIF2AK3",1.54540575
"2093","SRSF8",1.01523343
"2095","SLC41A2",1.99708144
"2096","ATRN",1.41371449
"2098","ABCD3",1.46475782
"2101","XRN2",-1.0390287
"2102","LRP10",1.18889273
"2103","KCNK6",1.35783853
"2104","INSC",2.06120528
"2105","",1.23840282
"2106","",1.41452381
"2110","FPR1",-2.23707414
"2112","SVIP",1.41990767
"2113","FCGR3B",-2.60241149
"2114","MAGI1",1.62368819
"2115","USF1",1.03567493
"2116","",4.19496787
"2120","NEDD4L",1.72967984
"2121","METTL9",-1.10858098
"2123","RIN3",-1.10025239
"2124","SMIM14",1.67071207
"2125","CFDP1",1.10900395
"2127","IL6ST",-1.78020041
"2128","EHHADH",1.79748864
"2129","GCLC",1.15939054
"2130","C5orf30",1.89559322
"2131","SIDT2",1.19233186
"2132","RER1",1.13447886
"2133","MOV10",-1.01134619
"2134","KLHDC3",-1.14202883
"2135","CTSL",-1.73184754
"2136","CDK10",1.02151028
"2138","HPGD",4.09388549
"2139","FAM103A1",1.1282796
"2141","LTN1",1.37907403
"2143","EXOC6B",1.0973142
"2147","H2AFX",-1.08761431
"2149","PLCB3",1.06920067
"2151","MALAT1",1.61647526
"2152","",-2.08181184
"2153","BCL6",-1.76652983
"2154","MIR6872///SEMA3B",1.54873441
"2155","CCDC186",1.7216493
"2156","SLC39A14",-1.82052223
"2159","SERPINE1",-2.97089156
"2160","PAQR8",1.95647586
"2161","C3",-3.2823853
"2163","TAS2R45///TAS2R43",-1.23642456
"2166","MFAP2",-2.60118372
"2171","TMEM176A",-1.82132095
"2173","",-1.12775107
"2174","SORBS3",-1.22302392
"2175","STAM2",1.10453876
"2176","",-1.38342541
"2177","TSPAN15",1.60161013
"2178","ATP1B3",-1.46950973
"2179","CFLAR",-1.49161867
"2181","",-1.30888012
"2183","CCNT2",1.18216475
"2184","FJX1",-1.4962314
"2185","SRPK2",1.0607271
"2186","LOC101926921///DAB2",-2.051956
"2187","SLC35D2",1.01572558
"2188","ZNF789",1.32695295
"2189","LAIR2",-1.69760973
"2190","",-1.43679288
"2191","",1.30210965
"2192","ZFHX3",-1.65560233
"2196","MB21D2",1.14626276
"2197","DAPK2",1.18173709
"2199","VEGFC",-2.05947176
"2200","LMO4",1.96933277
"2201","SULF1",-3.22450032
"2204","EFNA5",1.76743989
"2205","ABHD2",1.60505575
"2206","MARCKS",-1.30357604
"2207","KLHL36",1.02470051
"2209","NFE2L2",1.14872223
"2210","",1.89194425
"2213","MGST3",1.24410947
"2216","TRIP12",1.15912071
"2217","SLC4A8",1.41235412
"2219","SLCO2B1",-1.26953447
"2220","DOK4",1.85597154
"2223","SLC16A9",2.83407247
"2224","NPAS2",1.56850777
"2225","SGSM3",1.1696957
"2228","",1.1710891
"2230","RASEF",1.72148719
"2233","ZNF281",1.5721534
"2234","NDUFA4L2",-1.34257307
"2235","",-1.25029379
"2237","MRPS36",1.03540276
"2238","LILRB3",-1.05928022
"2239","NMT2",1.23408264
"2240","ILK",-1.57821941
"2241","RAB37",1.88539138
"2242","BHLHE41",-1.07053538
"2244","",3.44822684
"2245","KANK4",2.01902114
"2246","CD46",-1.51472326
"2247","INO80C",1.42854352
"2249","",-1.41581564
"2250","ANTXR1",-1.05551604
"2251","CALD1",-2.95478586
"2252","TLCD2",1.76006719
"2253","NAMPT",-2.31163372
"2254","",1.26611549
"2255","",1.0472191
"2258","CTSLP8",-1.20941996
